WeatherCondition,TrafficCongestion,DistanceRemaining,Time_Taken_Hours
Rain,High,900.7,55.63
Storm,Medium,85.3,5.07
Fog,Medium,1356.7,70.06
Rain,Jam,13.3,1.07
Fog,Medium,844.0,41.92
Fog,Medium,454.1,21.45
Fog,Low,812.7,38.51
Fog,High,1151.0,74.28
Fog,Medium,678.4,30.73
Storm,Low,1117.8,68.37
Storm,Low,670.4,49.89
Rain,Jam,932.2,73.3
Storm,Jam,1387.2,191.39
Clear,Jam,1016.2,72.68
Snow,Medium,576.1,33.69
Storm,Jam,786.7,84.69
Rain,Low,495.3,17.76
Snow,Jam,1378.7,134.91
Clear,Jam,330.9,21.38
Rain,Medium,14.4,0.69
Storm,Medium,890.1,59.14
Storm,Low,37.5,2.11
Clear,High,107.9,4.64
Rain,Medium,1038.0,47.48
Snow,Jam,1195.2,150.13
Rain,High,205.0,12.58
Fog,Medium,831.9,35.63
Rain,Medium,239.3,11.95
Clear,Low,726.5,22.4
Clear,High,840.6,35.24
Rain,High,45.7,2.3
Rain,Medium,589.4,27.83
Storm,Medium,325.4,28.19
Snow,Jam,50.9,5.15
Storm,Medium,1417.7,107.1
Clear,Medium,499.8,16.38
Clear,High,241.3,9.69
Storm,Low,1454.0,75.58
Fog,Medium,1406.5,70.09
Snow,High,1007.1,79.92
Fog,Medium,882.5,47.15
Rain,Medium,404.1,19.59
Snow,Jam,601.4,72.54
Clear,Medium,1246.7,40.48
Rain,Medium,1347.0,68.41
Clear,Low,1368.1,39.78
Rain,High,584.9,35.7
Clear,Low,1419.1,36.74
Storm,High,290.6,24.36
Storm,Low,461.1,22.06
Rain,Medium,695.6,31.84
Clear,Jam,594.3,35.73
Snow,Jam,920.1,101.85
Rain,Medium,98.7,4.84
Storm,High,948.7,92.62
Storm,Medium,1478.3,92.27
Clear,High,722.1,28.33
Fog,High,678.9,49.19
Snow,Jam,359.6,40.8
Snow,Medium,1347.5,84.65
Snow,Medium,43.9,2.99
Fog,Jam,298.9,25.41
Rain,Low,416.8,14.74
Fog,High,1108.2,68.28
Snow,High,923.7,69.9
Storm,Jam,56.2,8.26
Fog,High,1294.0,96.38
Snow,Medium,1231.8,73.76
Snow,High,1352.8,98.35
Fog,Medium,835.2,44.03
Rain,Jam,707.9,47.37
Storm,Jam,136.6,18.47
Snow,High,29.5,2.24
Clear,Low,1065.1,25.68
Snow,Jam,843.0,91.62
Fog,High,472.3,29.95
Storm,Jam,245.5,24.72
Fog,High,1489.0,95.73
Clear,High,539.9,24.8
Rain,Medium,294.8,13.33
Snow,Medium,1006.5,61.55
Clear,High,967.5,43.48
Rain,Low,1284.5,54.68
Fog,Medium,643.2,34.09
Storm,Jam,81.7,11.03
Clear,Medium,206.3,6.85
Fog,High,670.6,38.89
Snow,High,1490.1,128.65
Snow,Medium,1119.9,69.4
Clear,Low,993.7,32.0
Snow,Low,496.2,24.09
Clear,Low,597.8,14.88
Fog,Medium,1221.2,58.39
Storm,High,1485.2,120.24
Clear,Low,52.1,1.47
Clear,High,163.2,8.31
Storm,Medium,1257.9,103.16
Rain,Medium,1065.0,50.4
Clear,Low,603.0,14.58
Clear,Low,681.7,21.07
Rain,High,442.2,25.63
Rain,High,1164.5,71.78
Fog,Low,142.5,5.75
Clear,High,878.6,39.69
Fog,Low,175.6,7.8
Storm,Jam,561.1,82.22
Fog,High,442.7,29.79
Fog,Jam,204.1,19.76
Rain,Jam,604.5,48.12
Snow,Jam,890.9,97.82
Fog,Low,227.7,9.7
Clear,High,188.1,7.62
Rain,High,171.2,10.68
Snow,Medium,1407.8,72.88
Snow,Jam,375.8,46.14
Snow,Jam,107.5,11.79
Snow,High,197.0,13.89
Storm,Jam,471.6,75.94
Storm,Low,626.0,38.61
Fog,Jam,601.1,62.39
Storm,Low,201.5,11.09
Rain,Medium,764.0,32.88
Clear,High,208.3,9.98
Rain,High,87.1,5.12
Storm,Medium,107.0,7.15
Snow,Medium,996.7,57.32
Storm,Jam,1436.1,180.36
Fog,Jam,113.5,9.32
Rain,Medium,1069.3,51.91
Rain,Low,1132.0,41.16
Rain,Jam,280.3,22.37
Clear,High,93.5,4.22
Rain,High,272.2,17.47
Storm,Low,971.1,71.58
Rain,Low,484.4,21.01
Snow,Medium,961.4,63.45
Fog,High,645.7,43.62
Storm,Jam,64.7,9.6
Fog,Jam,1207.2,124.89
Storm,Low,874.0,64.62
Clear,Low,1389.8,40.39
Storm,Low,1031.3,64.22
Snow,High,1370.4,99.99
Storm,Jam,1404.1,206.96
Snow,Low,835.5,45.74
Snow,High,735.5,57.4
Clear,Jam,289.3,14.66
Clear,High,617.5,27.84
Snow,Low,677.2,32.26
Fog,Medium,1411.8,67.78
Storm,Jam,865.0,89.42
Rain,Medium,466.6,20.45
Rain,High,599.1,36.76
Clear,Medium,313.9,11.69
Clear,Jam,277.3,17.28
Clear,High,1337.6,62.66
Rain,Jam,779.8,67.52
Storm,Low,455.6,26.12
Rain,Jam,959.4,79.41
Fog,Jam,788.2,66.44
Clear,Medium,255.9,9.49
Rain,Jam,1438.7,106.94
Clear,Low,947.1,27.49
Fog,High,83.5,5.67
Snow,High,807.9,65.07
Fog,Jam,474.2,43.35
Storm,Jam,24.8,3.04
Fog,High,1092.1,67.13
Storm,Jam,1468.7,244.16
Clear,High,27.3,1.25
Snow,Low,419.1,18.86
Snow,High,874.6,67.77
Rain,Low,1164.0,47.47
Storm,Jam,903.0,127.88
Rain,Medium,366.5,16.49
Fog,Low,1430.8,53.09
Fog,Medium,926.3,46.29
Storm,High,951.9,84.59
Storm,High,791.0,57.71
Rain,Medium,889.7,40.24
Fog,High,664.7,49.25
Fog,Medium,820.3,38.15
Storm,Medium,1060.7,72.9
Rain,Low,458.6,18.97
Fog,Medium,186.9,7.93
Storm,High,658.5,76.47
Clear,Jam,661.7,48.99
Fog,High,839.9,61.57
Rain,Low,220.2,9.92
Fog,Medium,1176.4,53.23
Clear,High,1287.3,51.09
Rain,Jam,607.0,50.61
Rain,Jam,741.3,50.83
Fog,Low,1425.1,59.81
Fog,Medium,1224.9,57.25
Rain,High,858.2,48.99
Snow,Low,240.1,13.37
Rain,Jam,1170.0,111.05
Rain,High,697.2,43.87
Clear,Jam,1367.6,72.2
Rain,Jam,1239.3,111.47
Snow,High,199.8,13.53
Fog,High,17.9,1.18
Storm,Low,744.6,55.53
Clear,Medium,853.7,28.79
Clear,Jam,920.5,60.95
Fog,High,15.9,0.99
Snow,Low,31.4,1.51
Snow,High,621.0,42.39
Storm,High,774.0,79.06
Rain,High,813.2,57.3
Clear,High,501.7,24.21
Rain,Jam,1229.0,96.89
Storm,Jam,330.5,47.34
Snow,Medium,1331.0,71.51
Fog,High,413.9,27.17
Fog,Low,590.6,22.97
Fog,Jam,175.4,17.38
Storm,Jam,63.1,7.2
Storm,High,259.1,20.53
Snow,Medium,383.8,25.1
Storm,Medium,1357.1,90.03
Storm,Low,77.7,4.75
Rain,Jam,520.1,42.43
Rain,Jam,128.5,8.88
Rain,Jam,652.4,44.28
Fog,High,1290.1,100.6
Snow,Medium,1392.7,96.93
Storm,High,875.0,96.26
Rain,Medium,545.2,28.85
Clear,Medium,1123.8,36.65
Clear,Low,1232.3,37.25
Clear,Low,654.2,16.1
Rain,High,1010.8,62.83
Storm,Jam,1117.3,142.78
Snow,Low,288.2,15.34
Snow,Low,979.5,53.79
Clear,Jam,169.7,11.52
Storm,Low,381.8,23.63
Rain,Low,1214.9,54.62
Fog,Medium,795.3,37.05
Clear,High,1142.9,59.3
Clear,High,185.6,8.88
Clear,Medium,783.7,26.23
Storm,Medium,1386.3,121.27
Snow,Medium,81.4,4.88
Clear,Jam,1167.1,74.21
Storm,High,906.8,101.38
Fog,High,1461.6,82.81
Clear,High,308.5,13.1
Storm,Low,941.7,58.22
Clear,Low,115.1,3.23
Rain,Low,437.1,15.6
Storm,Medium,893.2,62.71
Storm,Jam,926.1,127.96
Storm,High,897.4,91.32
Clear,Low,672.0,20.04
Rain,High,626.1,38.91
Clear,Jam,191.3,12.36
Rain,Jam,1007.3,89.87
Storm,Medium,336.3,21.71
Clear,Medium,1196.2,39.71
Storm,Jam,1188.1,196.63
Storm,High,1487.0,149.52
Rain,Medium,655.2,26.75
Snow,Medium,283.1,16.59
Fog,High,368.1,21.82
Fog,Low,11.0,0.51
Fog,Jam,286.4,30.84
Rain,Medium,965.3,44.01
Clear,Medium,1075.4,40.22
Rain,Jam,927.3,91.13
Storm,High,505.7,57.38
Storm,High,1308.6,124.08
Rain,Medium,1254.4,52.44
Storm,High,1304.8,124.25
Rain,Medium,747.2,36.46
Snow,High,174.0,16.74
Fog,Medium,1329.6,74.07
Clear,Jam,274.7,13.83
Clear,Low,594.6,15.88
Snow,Medium,364.2,25.39
Rain,High,697.1,42.48
Rain,Medium,177.7,8.69
Storm,Medium,1489.8,105.07
Snow,Low,1024.6,51.27
Storm,High,923.3,82.6
Fog,Low,600.6,21.91
Clear,Jam,23.2,1.26
Storm,High,173.7,20.08
Clear,Jam,1185.6,85.05
Snow,Jam,1484.2,161.03
Rain,Low,1470.3,59.42
Fog,Jam,709.6,63.38
Fog,High,883.3,60.78
Storm,Medium,1270.7,85.4
Snow,Jam,761.7,73.84
Rain,High,975.7,61.92
Storm,Jam,1449.8,180.15
Rain,Medium,1253.4,58.29
Clear,High,556.0,26.09
Clear,Medium,888.1,30.47
Snow,Jam,134.1,15.97
Clear,Jam,257.3,16.54
Storm,High,907.6,71.01
Rain,Low,433.9,18.75
Fog,High,303.0,22.5
Fog,Jam,264.4,23.0
Snow,Jam,1459.6,128.65
Rain,Low,641.8,24.63
Fog,Jam,924.4,72.71
Snow,Jam,381.4,36.84
Snow,Low,1395.5,80.3
Storm,Low,639.8,44.6
Snow,Low,691.3,35.35
Fog,Medium,1044.0,51.93
Snow,Low,402.6,21.59
Storm,Medium,1148.0,96.78
Rain,Low,129.2,4.57
Fog,Medium,611.2,31.63
Rain,Jam,33.7,2.79
Fog,High,1386.6,99.31
Snow,Medium,319.3,18.14
Rain,Low,1007.0,38.55
Snow,Medium,419.6,23.14
Snow,Low,419.9,23.19
Snow,Medium,215.9,13.46
Snow,Jam,888.3,113.57
Storm,Medium,1336.4,100.73
Clear,Jam,186.0,13.76
Fog,Low,1008.8,34.81
Snow,Jam,113.2,14.04
Clear,Low,998.0,30.86
Storm,Jam,696.8,92.94
Storm,Low,1489.5,98.34
Clear,Jam,1300.3,66.65
Clear,Low,133.7,3.95
Storm,High,636.6,66.28
Fog,Medium,100.1,5.25
Storm,Medium,1340.2,99.91
Rain,Jam,842.8,66.39
Storm,Jam,714.2,89.93
Clear,Low,1281.4,36.1
Storm,Low,1211.2,78.11
Rain,Jam,254.3,25.02
Storm,Medium,1362.7,85.74
Snow,Medium,482.4,27.92
Snow,Medium,969.5,58.13
Snow,Medium,1104.5,60.75
Storm,Jam,749.7,97.84
Storm,Medium,445.9,37.79
Rain,Jam,590.4,53.63
Snow,High,850.1,75.09
Clear,Jam,1053.5,70.05
Snow,Medium,110.4,6.92
Fog,Jam,333.2,32.15
Storm,Medium,685.5,55.99
Clear,Low,1218.4,38.38
Rain,Low,28.6,1.14
Fog,Jam,1171.8,84.02
Storm,Low,711.8,45.81
Rain,Medium,766.8,34.75
Storm,High,795.7,85.47
Clear,Medium,994.1,37.3
Clear,High,929.7,43.03
Rain,Medium,1035.1,46.99
Fog,Low,996.5,44.87
Rain,High,12.8,0.79
Fog,High,1240.5,69.28
Clear,Medium,277.7,9.46
Rain,Medium,742.6,37.17
Snow,High,75.7,6.28
Storm,Low,987.9,60.21
Storm,Low,1462.8,93.35
Snow,Jam,243.8,27.92
Rain,High,1235.8,85.36
Fog,Low,361.9,17.13
Rain,Low,1240.4,49.85
Rain,Jam,1108.7,98.53
Clear,Jam,574.2,31.91
Snow,Jam,655.3,70.3
Fog,Medium,1009.1,47.5
Fog,Jam,1340.6,100.77
Clear,Jam,734.3,41.97
Fog,Jam,419.2,35.18
Fog,Medium,679.7,37.25
Rain,Low,149.1,5.61
Clear,Medium,1379.9,42.45
Storm,High,1452.3,176.52
Clear,High,1035.4,45.7
Storm,Low,548.1,29.34
Fog,High,684.4,45.18
Clear,Jam,763.7,49.28
Storm,Low,937.6,61.12
Storm,Low,373.4,22.69
Storm,Medium,1153.8,87.89
Snow,High,1120.3,95.8
Storm,Jam,1457.0,162.18
Rain,Low,1126.1,40.12
Fog,High,826.3,59.75
Snow,Medium,182.9,12.66
Fog,Low,50.6,2.06
Storm,Low,717.7,50.52
Rain,High,857.8,46.95
Storm,Medium,361.3,24.58
Clear,Jam,133.0,8.05
Fog,Jam,349.6,28.61
Storm,High,1474.1,128.69
Storm,Low,1353.3,96.53
Clear,Medium,472.4,16.05
Storm,High,1377.2,164.23
Snow,Jam,1345.8,174.66
Rain,Low,529.0,19.81
Rain,High,1301.1,79.99
Fog,High,1277.4,99.27
Snow,Medium,1339.5,79.65
Storm,High,1482.9,153.47
Rain,Low,856.1,31.19
Clear,Medium,1035.7,36.83
Snow,Low,882.0,42.2
Snow,High,961.3,89.21
Snow,Medium,523.5,34.86
Storm,High,549.2,43.26
Rain,Medium,811.8,34.13
Fog,High,458.7,35.01
Snow,Jam,1385.1,138.13
Clear,High,899.4,41.0
Snow,High,1308.5,114.74
Clear,High,477.4,22.02
Fog,Low,589.8,24.87
Snow,Jam,949.9,89.42
Rain,Medium,824.3,41.28
Fog,High,92.2,6.51
Storm,High,274.8,30.07
Snow,Jam,1107.9,119.99
Rain,Low,781.5,30.48
Snow,High,1206.8,75.65
Fog,Jam,844.2,65.55
Clear,Low,392.8,11.64
Clear,Medium,773.4,29.65
Storm,Jam,790.3,117.86
Fog,Low,1084.1,44.27
Storm,Medium,669.4,42.21
Clear,Jam,637.3,44.58
Storm,Medium,1053.1,95.91
Rain,Medium,1354.2,58.75
Storm,High,255.1,22.77
Rain,Jam,1359.8,115.77
Fog,Low,96.5,3.72
Storm,Low,617.2,33.8
Fog,Medium,1278.9,64.94
Rain,Low,832.2,26.98
Clear,Jam,1018.9,66.53
Fog,Low,640.8,23.48
Rain,Jam,162.5,11.54
Storm,Jam,944.2,117.54
Snow,Jam,433.8,51.63
Storm,Jam,1144.7,118.11
Rain,Low,1289.9,56.14
Snow,Medium,278.1,17.36
Storm,Jam,441.7,45.96
Storm,Jam,1439.8,163.13
Storm,Medium,698.5,46.66
Clear,Jam,323.4,19.05
Storm,Low,392.1,24.98
Clear,Low,1423.8,42.74
Storm,High,1379.5,135.75
Clear,Jam,752.1,39.8
Fog,Low,1496.1,57.75
Rain,Low,476.7,16.12
Fog,Low,477.2,18.73
Rain,Jam,20.7,1.85
Clear,Medium,820.2,27.58
Clear,High,1179.0,51.62
Rain,High,978.6,63.44
Storm,Low,711.1,41.87
Clear,Medium,154.6,5.69
Snow,High,770.6,60.65
Storm,Low,826.3,39.83
Rain,Low,483.7,20.95
Storm,Low,524.0,35.69
Storm,High,1431.0,133.2
Fog,Jam,101.1,9.29
Clear,Jam,861.0,46.88
Snow,Jam,923.3,102.95
Rain,Medium,1090.8,46.15
Clear,Medium,1443.6,43.95
Fog,High,1456.9,91.94
Fog,High,1135.0,79.26
Storm,Low,714.9,44.38
Clear,Low,951.8,28.07
Rain,Medium,1215.0,52.67
Clear,Low,162.3,4.85
Storm,Medium,626.7,47.12
Storm,Medium,332.0,26.32
Storm,Low,56.8,4.2
Storm,Low,81.0,4.5
Storm,High,22.2,2.29
Rain,High,960.2,65.18
Snow,High,1433.3,108.62
Snow,Medium,676.4,44.99
Fog,Jam,920.0,87.93
Clear,Medium,1203.7,41.11
Fog,Medium,1411.2,79.08
Fog,High,178.8,11.96
Snow,High,786.1,59.57
Snow,Jam,43.2,4.18
Fog,Jam,548.3,46.86
Snow,Medium,803.0,43.52
Snow,Medium,194.8,11.3
Rain,High,1011.1,56.51
Clear,Medium,828.8,23.87
Clear,Low,1326.2,40.08
Snow,High,96.7,8.23
Storm,Medium,254.0,19.03
Rain,Medium,424.4,19.78
Storm,Medium,1069.7,70.86
Fog,Medium,1269.0,70.54
Storm,Low,889.1,54.43
Snow,High,1386.9,108.88
Clear,Jam,1179.1,78.33
Rain,Jam,1418.5,104.19
Snow,Low,321.3,14.09
Clear,Medium,426.6,14.72
Rain,Medium,56.5,2.45
Clear,High,344.2,15.94
Fog,High,42.5,2.88
Rain,Jam,75.0,5.8
Fog,Medium,1460.3,71.33
Fog,High,586.6,33.54
Rain,Jam,779.1,52.2
Fog,Medium,986.6,45.97
Fog,Jam,516.1,43.6
Storm,Medium,760.1,53.16
Fog,Jam,1049.2,84.4
Snow,Jam,373.7,39.56
Snow,Jam,33.2,2.92
Snow,Jam,257.4,28.86
Clear,High,237.7,10.15
Fog,Low,1183.7,54.5
Snow,Jam,31.0,2.5
Rain,Medium,1127.5,45.54
Storm,High,1400.1,145.44
Rain,Jam,144.4,12.53
Fog,Jam,946.2,72.48
Snow,Low,247.9,11.14
Clear,Medium,178.8,5.75
Storm,High,242.9,20.22
Snow,Medium,788.6,45.48
Rain,High,388.1,25.22
Snow,Low,5.9,0.26
Storm,Jam,293.7,35.33
Storm,Jam,943.4,134.21
Snow,Low,896.1,40.29
Snow,Low,1052.7,61.84
Storm,Low,71.4,4.25
Fog,Low,1342.5,53.59
Clear,High,1211.9,55.22
Snow,Low,1253.7,73.54
Clear,Jam,929.9,54.95
Clear,Low,955.2,27.64
Snow,Low,420.6,20.7
Clear,Medium,759.1,23.84
Clear,Low,1324.1,41.55
Rain,Jam,1027.8,93.44
Clear,Medium,944.6,31.53
Clear,Medium,784.8,26.69
Storm,Medium,976.4,77.9
Storm,High,722.4,63.62
Fog,Jam,1163.2,97.47
Fog,Low,1359.5,58.76
Clear,High,1204.0,61.49
Clear,Medium,665.4,26.73
Storm,Low,137.8,9.56
Clear,Low,729.3,19.84
Clear,Low,442.6,12.2
Storm,High,1251.5,111.08
Rain,High,899.5,48.28
Rain,High,117.7,6.86
Snow,Low,870.0,40.79
Storm,Jam,863.4,100.04
Storm,Low,1120.6,78.45
Storm,Low,1151.3,80.7
Clear,Low,547.0,15.66
Fog,Medium,697.7,32.97
Clear,High,243.5,11.64
Rain,Jam,143.7,9.92
Rain,Medium,9.2,0.4
Fog,Low,1342.3,57.64
Rain,Jam,126.8,11.44
Fog,High,273.9,17.3
Fog,High,210.0,13.13
Storm,High,102.7,9.57
Clear,Jam,1241.3,73.97
Fog,High,35.6,2.6
Storm,Jam,1405.2,196.12
Fog,High,70.6,4.58
Snow,Medium,160.3,9.18
Snow,Jam,696.9,71.17
Rain,High,666.3,41.29
Rain,Medium,1141.9,48.37
Storm,Low,732.9,39.06
Storm,Low,982.7,54.64
Clear,Jam,389.7,19.99
Storm,Low,998.4,66.23
Storm,Low,1429.7,74.73
Fog,Medium,865.9,38.42
Clear,Medium,567.1,18.29
Snow,Low,1030.1,57.4
Fog,Low,719.7,31.01
Clear,Low,711.1,20.35
Snow,Medium,1088.3,75.23
Snow,Medium,226.5,12.13
Rain,Jam,729.1,65.5
Snow,Jam,75.5,6.19
Clear,Jam,676.6,45.04
Rain,Medium,863.3,35.56
Storm,High,1475.8,146.12
Fog,Medium,393.4,20.14
Storm,High,860.4,88.37
Rain,Jam,1454.8,111.49
Rain,High,315.7,20.04
Clear,Low,998.7,27.16
Storm,High,732.2,66.09
Fog,High,1321.6,82.89
Rain,Medium,491.9,20.52
Fog,Medium,1465.4,66.27
Rain,High,1016.1,63.98
Clear,High,472.5,19.92
Storm,Medium,438.5,37.78
Rain,Jam,899.4,76.49
Clear,High,383.9,14.2
Snow,Jam,599.3,62.07
Snow,Jam,1058.8,92.56
Fog,Jam,875.8,82.6
Rain,Medium,1165.5,51.76
Clear,Jam,563.8,28.29
Snow,Low,340.9,18.49
Clear,High,310.0,13.62
Rain,High,789.6,55.21
Storm,Jam,1453.6,185.16
Clear,Jam,103.0,5.38
Rain,High,1268.4,73.95
Snow,Jam,699.3,88.04
Storm,Jam,76.5,9.05
Fog,Medium,1350.3,74.4
Fog,Medium,1339.0,65.5
Clear,Medium,410.7,15.08
Fog,High,403.5,28.68
Fog,High,598.2,44.1
Rain,Medium,702.0,33.54
Snow,Jam,853.9,89.25
Storm,High,246.1,24.53
Snow,Jam,14.8,1.54
Fog,Jam,552.8,41.67
Clear,High,127.2,5.35
Storm,High,158.3,16.44
Rain,Low,733.6,33.22
Storm,Jam,1229.2,174.43
Clear,High,395.5,19.48
Rain,Medium,1024.1,45.31
Clear,Low,635.2,18.17
Storm,Jam,293.3,38.01
Storm,High,742.8,68.31
Clear,High,522.5,24.08
Storm,Jam,1351.6,189.76
Storm,Jam,1364.6,221.16
Snow,Low,200.7,9.59
Rain,Low,901.7,41.18
Clear,Medium,1381.2,47.31
Rain,Low,1457.2,63.13
Snow,Low,331.4,16.35
Fog,Medium,98.6,4.72
Rain,Medium,204.8,9.65
Snow,Low,1489.9,82.42
Storm,Low,1303.2,68.41
Rain,High,1360.6,77.62
Rain,Jam,552.2,45.08
Clear,Low,16.3,0.47
Fog,High,1169.0,76.98
Snow,Jam,503.1,44.6
Fog,Jam,727.6,55.48
Fog,Jam,100.2,9.29
Clear,Medium,515.3,17.47
Rain,Medium,598.1,23.7
Clear,High,1452.6,69.58
Clear,Medium,377.0,12.34
Rain,Jam,263.4,20.6
Fog,Jam,1295.6,119.05
Fog,Low,169.3,7.19
Storm,Medium,833.2,67.69
Storm,High,1043.2,114.66
Fog,High,755.2,49.25
Fog,High,912.7,66.16
Rain,Low,1313.6,58.13
Fog,High,985.2,60.99
Rain,Low,311.6,10.78
Storm,Low,18.7,1.16
Storm,Medium,577.5,37.96
Storm,Low,673.9,42.82
Fog,Low,1036.1,37.79
Snow,High,411.5,28.13
Rain,Low,826.5,34.62
Fog,Medium,1178.6,65.71
Fog,Jam,165.3,15.0
Clear,High,1275.1,53.37
Clear,Medium,660.9,21.21
Storm,High,1361.9,132.46
Rain,Jam,1299.0,120.8
Snow,Medium,1332.1,63.65
Fog,Jam,466.4,38.49
Storm,High,1367.9,123.07
Storm,Jam,106.2,17.31
Clear,Medium,670.6,25.41
Rain,High,616.2,42.04
Storm,Low,424.3,23.26
Rain,Jam,684.0,57.93
Clear,Low,1227.5,31.12
Snow,Medium,1112.7,71.24
Storm,High,196.9,18.71
Snow,Medium,69.0,4.18
Rain,Low,577.2,22.04
Clear,Low,1348.0,35.08
Snow,High,491.4,34.9
Snow,Medium,1062.9,56.02
Storm,Medium,278.0,20.65
Clear,Medium,510.6,17.06
Snow,Low,1498.5,66.64
Snow,Medium,571.8,32.67
Clear,Jam,1027.8,49.05
Storm,High,532.4,53.36
Clear,Jam,870.9,57.75
Fog,Low,1351.8,50.04
Clear,Jam,1237.1,65.72
Fog,High,1201.3,81.47
Rain,Jam,795.3,75.1
Storm,High,884.3,76.44
Fog,Jam,1055.1,111.45
Rain,Low,721.0,26.91
Rain,Jam,706.3,51.29
Rain,Low,516.0,18.73
Snow,Low,1138.1,56.12
Rain,Jam,1024.0,91.18
Clear,High,22.7,1.18
Rain,Jam,1264.8,124.3
Clear,Low,1422.1,43.25
Fog,Medium,83.3,3.64
Clear,Medium,1042.1,37.68
Snow,High,1133.6,85.54
Rain,Low,961.2,36.46
Rain,Medium,650.8,27.76
Rain,High,933.2,54.53
Clear,High,1378.7,59.25
Storm,Jam,643.6,98.76
Rain,Low,565.2,22.68
Storm,Jam,292.0,43.75
Rain,High,413.8,23.06
Fog,Jam,574.8,51.44
Snow,Jam,753.1,86.63
Fog,Jam,448.3,41.84
Rain,Low,1099.2,43.17
Clear,High,584.6,26.8
Snow,Jam,933.4,108.1
Fog,High,1357.1,101.85
Storm,Low,968.3,51.68
Rain,Low,1097.5,40.85
Storm,Low,187.3,12.41
Snow,Jam,380.4,42.5
Snow,High,347.2,24.28
Snow,High,227.0,14.79
Clear,Jam,1066.1,54.32
Snow,High,553.3,38.89
Storm,Low,909.6,63.18
Snow,Medium,879.7,50.75
Rain,Low,818.8,32.01
Rain,Low,1326.7,44.18
Rain,Low,892.6,36.92
Rain,Medium,622.6,27.04
Clear,Low,1327.3,38.87
Snow,High,754.3,55.88
Snow,Jam,508.6,56.72
Rain,Low,1204.5,43.3
Clear,Low,232.6,7.7
Rain,Medium,42.5,2.12
Storm,Medium,459.2,31.33
Fog,Jam,710.7,59.23
Fog,Low,63.2,2.61
Clear,High,319.9,13.64
Rain,Jam,356.5,34.15
Clear,Low,634.2,17.91
Rain,High,977.2,58.75
Storm,Low,985.4,50.65
Rain,Medium,1146.2,49.02
Storm,Medium,1453.7,96.81
Storm,Medium,363.6,24.26
Rain,Jam,12.6,0.85
Storm,Medium,1320.6,86.98
Storm,Medium,1472.1,108.32
Fog,High,176.1,11.35
Snow,Low,346.1,17.65
Rain,Low,1014.9,36.42
Snow,Low,807.2,36.19
Clear,Medium,1376.7,48.61
Storm,Medium,1232.6,82.79
Clear,Jam,364.6,19.97
Storm,Medium,279.4,19.5
Rain,Low,1423.9,51.99
Fog,High,840.2,57.97
Snow,Jam,1044.0,110.78
Fog,Low,1382.6,64.22
Storm,High,1109.1,126.08
Clear,High,1246.8,57.11
Clear,Low,852.9,25.6
Clear,Medium,218.9,7.67
Snow,Medium,854.8,55.34
Snow,Medium,1114.2,67.5
Fog,High,1138.1,79.57
Snow,Medium,333.1,17.56
Fog,Low,1299.6,59.15
Fog,High,461.0,29.79
Rain,Jam,1064.5,96.71
Rain,Medium,649.6,29.66
Rain,High,612.4,41.97
Snow,Low,1460.7,76.9
Clear,High,547.8,28.72
Snow,Jam,286.3,28.36
Storm,Medium,181.2,11.46
Snow,Medium,269.3,15.39
Storm,Medium,937.9,76.7
Clear,Low,1496.0,43.8
Snow,Medium,1459.1,82.51
Rain,Low,508.5,17.61
Snow,High,495.4,44.28
Rain,High,1099.1,56.15
Rain,High,1171.7,81.41
Snow,Low,1228.6,56.4
Snow,High,1118.4,95.58
Clear,Jam,88.6,5.59
Rain,Low,1464.5,62.37
Fog,Jam,346.8,27.07
Fog,Jam,850.6,66.06
Snow,Jam,1454.3,170.89
Storm,High,89.9,9.33
Rain,Medium,1176.9,51.81
Storm,Low,1211.3,84.22
Storm,High,896.5,107.0
Fog,High,1274.3,79.49
Storm,High,108.5,8.63
Storm,High,16.2,1.7
Fog,Medium,184.5,8.82
Storm,Jam,217.2,27.0
Rain,Low,883.6,35.49
Rain,Jam,638.1,64.4
Rain,Low,242.8,9.16
Clear,Jam,591.8,33.15
Storm,Medium,1050.4,80.28
Rain,Jam,950.4,69.14
Snow,High,741.7,57.16
Fog,Medium,1216.5,59.55
Rain,Jam,399.9,31.44
Fog,Low,446.7,19.33
Rain,High,887.1,45.41
Fog,Jam,1106.9,105.02
Fog,Low,182.7,8.33
Snow,High,1316.0,94.6
Rain,Jam,1468.0,112.05
Fog,High,961.1,61.55
Snow,Jam,354.7,37.55
Clear,High,127.2,5.14
Rain,High,401.5,20.99
Storm,Low,1192.9,81.22
Fog,Jam,1334.6,123.51
Fog,Medium,758.4,35.49
Rain,Jam,421.7,42.69
Rain,Jam,265.6,16.94
Rain,Medium,238.7,12.45
Snow,Low,1184.7,59.05
Snow,Low,894.6,42.42
Clear,Low,975.9,27.27
Rain,High,281.7,19.96
Rain,Low,663.4,24.78
Snow,High,1376.2,100.74
Rain,Jam,183.0,17.28
Snow,High,1084.8,100.31
Storm,Medium,1192.9,91.29
Clear,Jam,615.6,39.91
Snow,Medium,1317.5,91.29
Fog,Medium,1180.4,67.81
Clear,High,1441.5,69.23
Storm,High,102.8,8.31
Storm,Medium,1384.1,90.45
Fog,Medium,203.7,10.23
Storm,Jam,1005.3,135.11
Storm,Low,707.0,38.4
Rain,Jam,778.1,69.47
Fog,High,1009.5,64.96
Clear,High,782.8,39.73
